WORD,MPQA,OPENER,OL,VADER
dick,-0.7875,-0.7875,-1.0,-0.575
dickhead,-0.775,-0.775,-0.775,-0.775
dictator,-1.0,-1.0,-1.0,-1.0
dictatorial,-1.0,-1.0,-1.0,-1.0
die,-0.8625,-0.8625,-1.0,-0.725
die-hard,-1.0,-1.0,-1.0,-1.0
died,-0.825,-0.825,-1.0,-0.65
dies,-1.0,-1.0,-1.0,-1.0
differ,-1.0,-1.0,-1.0,-1.0
difference,0.0,0.0,0.0,0.0
difficult,-1.0,-1.0,-1.0,-0.375
difficulties,-1.0,-1.0,-1.0,-0.3
difficultly,-0.425,-0.425,-0.425,-0.425
difficulty,-1.0,-1.0,-1.0,-0.35
diffidence,-1.0,-1.0,-1.0,-1.0
diffident,-0.25,-0.25,-0.25,-0.25
dig,0.0,0.0,0.0,0.0
dignified,1.0,1.0,1.0,0.55
dignifies,0.5,0.5,0.5,0.5
dignify,1.0,1.0,1.0,0.45
dignifying,0.525,0.525,0.525,0.525
dignitaries,0.15,0.15,0.15,0.15
dignitary,0.475,0.475,0.475,0.475
dignities,0.35,0.35,0.35,0.35
dignity,1.0,1.0,1.0,0.425
digress,-1.0,-1.0,-1.0,-1.0
dilapidated,-1.0,-1.0,-1.0,-1.0
dilemma,-1.0,-1.0,-1.0,-0.175
diligence,1.0,1.0,1.0,1.0
diligent,1.0,1.0,1.0,1.0
diligently,1.0,1.0,1.0,1.0
dilly-dally,-1.0,-1.0,-1.0,-1.0
dim,-1.0,-1.0,-1.0,-1.0
diminish,-1.0,-1.0,-1.0,-1.0
diminishing,-1.0,-1.0,-1.0,-1.0
dimmer,-1.0,-1.0,-1.0,-1.0
din,-1.0,-1.0,-1.0,-1.0
ding,-1.0,-1.0,-1.0,-1.0
dings,-1.0,-1.0,-1.0,-1.0
dinky,-1.0,-1.0,-1.0,-1.0
diplomacy,0.0,0.0,0.0,0.0
diplomatic,1.0,1.0,1.0,1.0
dipshit,-0.525,-0.525,-0.525,-0.525
dire,-1.0,-1.0,-1.0,-0.5
direct,0.0,0.0,0.0,0.0
direful,-0.775,-0.775,-0.775,-0.775
direly,-1.0,-1.0,-1.0,-1.0
direness,-1.0,-1.0,-1.0,-1.0
dirt,-1.0,-1.0,-1.0,-0.35
dirt-cheap,1.0,1.0,1.0,1.0
dirtbag,-1.0,-1.0,-1.0,-1.0
dirtbags,-1.0,-1.0,-1.0,-1.0
dirtier,-0.35,-0.35,-0.35,-0.35
dirtiest,-0.6,-0.6,-0.6,-0.6
dirts,-1.0,-1.0,-1.0,-1.0
dirty,-1.0,-1.0,-1.0,-0.475
disable,-1.0,-1.0,-1.0,-1.0
disabled,-1.0,-1.0,-1.0,-1.0
disabling,-0.525,-0.525,-0.525,-0.525
disaccord,-1.0,-1.0,-1.0,-1.0
disadvantage,-1.0,-1.0,-1.0,-0.45
disadvantaged,-1.0,-1.0,-1.0,-0.425
disadvantageous,-1.0,-1.0,-1.0,-0.45
disadvantageously,-0.525,-0.525,-0.525,-0.525
disadvantageousness,-0.4,-0.4,-0.4,-0.4
disadvantages,-0.7125,-0.7125,-1.0,-0.425
disaffect,-1.0,-1.0,-1.0,-1.0
disaffected,-1.0,-1.0,-1.0,-1.0
disaffirm,-1.0,-1.0,-1.0,-1.0
disagree,-1.0,-1.0,-1.0,-0.4
disagreeable,-1.0,-1.0,-1.0,-0.425
disagreeableness,-0.425,-0.425,-0.425,-0.425
disagreeablenesses,-0.475,-0.475,-0.475,-0.475
disagreeably,-1.0,-1.0,-1.0,-0.375
disagreed,-0.6625,-0.6625,-1.0,-0.325
disagreeing,-0.675,-0.675,-1.0,-0.35
disagreement,-1.0,-1.0,-1.0,-0.375
disagreements,-0.45,-0.45,-0.45,-0.45
disagrees,-0.6625,-0.6625,-1.0,-0.325
disallow,-1.0,-1.0,-1.0,-1.0
disapointed,-1.0,-1.0,-1.0,-1.0
disapointing,-1.0,-1.0,-1.0,-1.0
disapointment,-1.0,-1.0,-1.0,-1.0
disappear,-0.225,-0.225,-0.225,-0.225
disappeared,-0.225,-0.225,-0.225,-0.225
disappears,-0.35,-0.35,-0.35,-0.35
disappoint,-1.0,-1.0,-1.0,-0.425
disappointed,-1.0,-1.0,-1.0,-0.525
disappointedly,-0.425,-0.425,-0.425,-0.425
disappointing,-1.0,-1.0,-1.0,-0.55
disappointingly,-1.0,-1.0,-1.0,-0.475
disappointment,-1.0,-1.0,-1.0,-0.575
disappointments,-0.75,-0.75,-1.0,-0.5
disappoints,-0.7,-0.7,-1.0,-0.4
disapprobation,-1.0,-1.0,-1.0,-1.0
disapproval,-1.0,-1.0,-1.0,-1.0
disapprove,-1.0,-1.0,-1.0,-1.0
disapproving,-1.0,-1.0,-1.0,-1.0
disarm,-1.0,-1.0,-1.0,-1.0
disarray,-1.0,-1.0,-1.0,-1.0
disaster,-1.0,-1.0,-1.0,-0.775
disasterous,-1.0,-1.0,-1.0,-1.0
disasters,-0.65,-0.65,-0.65,-0.65
disastrous,-1.0,-1.0,-1.0,-0.725
disastrously,-1.0,-1.0,-1.0,-1.0
disavow,-1.0,-1.0,-1.0,-1.0
disavowal,-1.0,-1.0,-1.0,-1.0
disbelief,-1.0,-1.0,-1.0,-1.0
disbelieve,-1.0,-1.0,-1.0,-0.3
disbeliever,-1.0,-1.0,-1.0,-1.0
discard,-0.25,-0.25,-0.25,-0.25
discarded,-0.35,-0.35,-0.35,-0.35
discarding,-0.175,-0.175,-0.175,-0.175
discards,-0.25,-0.25,-0.25,-0.25
discern,0.0,0.0,0.0,0.0
discerning,1.0,1.0,1.0,1.0
disclaim,-1.0,-1.0,-1.0,-1.0
discombobulate,-1.0,-1.0,-1.0,-1.0
discomfit,-1.0,-1.0,-1.0,-1.0
discomfititure,-1.0,-1.0,-1.0,-1.0
discomfort,-1.0,-1.0,-1.0,-0.45
discomfortable,-0.4,-0.4,-0.4,-0.4
discomforted,-0.4,-0.4,-0.4,-0.4
discomforting,-0.4,-0.4,-0.4,-0.4
discomforts,-0.325,-0.325,-0.325,-0.325
discompose,-1.0,-1.0,-1.0,-1.0
disconcert,-1.0,-1.0,-1.0,-1.0
disconcerted,-1.0,-1.0,-1.0,-1.0
disconcerting,-1.0,-1.0,-1.0,-1.0
disconcertingly,-1.0,-1.0,-1.0,-1.0
disconsolate,-1.0,-1.0,-1.0,-0.575
disconsolately,-1.0,-1.0,-1.0,-1.0
disconsolation,-1.0,-1.0,-1.0,-0.425
discontent,-1.0,-1.0,-1.0,-1.0
discontented,-1.0,-1.0,-1.0,-0.45
discontentedly,-1.0,-1.0,-1.0,-1.0
discontinued,-1.0,-1.0,-1.0,-1.0
discontinuity,-1.0,-1.0,-1.0,-1.0
discontinuous,-1.0,-1.0,-1.0,-1.0
discord,-1.0,-1.0,-1.0,-0.425
discordance,-1.0,-1.0,-1.0,-1.0
discordant,-1.0,-1.0,-1.0,-1.0
discounted,0.05,0.05,0.05,0.05
discountenance,-1.0,-1.0,-1.0,-1.0
discourage,-1.0,-1.0,-1.0,-0.45
discourageable,-0.3,-0.3,-0.3,-0.3
discouraged,-0.425,-0.425,-0.425,-0.425
discouragement,-1.0,-1.0,-1.0,-0.5
discouragements,-0.45,-0.45,-0.45,-0.45
discourager,-0.425,-0.425,-0.425,-0.425
discouragers,-0.475,-0.475,-0.475,-0.475
discourages,-0.475,-0.475,-0.475,-0.475
discouraging,-1.0,-1.0,-1.0,-0.475
discouragingly,-1.0,-1.0,-1.0,-0.45
discourteous,-1.0,-1.0,-1.0,-1.0
discourteously,-1.0,-1.0,-1.0,-1.0
discoutinous,-1.0,-1.0,-1.0,-1.0
discredit,-1.0,-1.0,-1.0,-1.0
discredited,-0.475,-0.475,-0.475,-0.475
discreet,1.0,1.0,1.0,1.0
discrepant,-1.0,-1.0,-1.0,-1.0
discretion,1.0,1.0,1.0,1.0
discriminate,-1.0,-1.0,-1.0,-1.0
discriminating,1.0,1.0,1.0,1.0
discriminatingly,1.0,1.0,1.0,1.0
discrimination,-1.0,-1.0,-1.0,-1.0
discriminatory,-1.0,-1.0,-1.0,-1.0
disdain,-1.0,-1.0,-1.0,-0.525
disdained,-1.0,-1.0,-1.0,-1.0
disdainful,-1.0,-1.0,-1.0,-1.0
disdainfully,-1.0,-1.0,-1.0,-1.0
disease,-1.0,-1.0,-1.0,-1.0
diseased,-1.0,-1.0,-1.0,-1.0
disfavor,-1.0,-1.0,-1.0,-1.0
disgrace,-1.0,-1.0,-1.0,-0.55
disgraced,-1.0,-1.0,-1.0,-0.5
disgraceful,-1.0,-1.0,-1.0,-1.0
disgracefully,-1.0,-1.0,-1.0,-1.0
disgruntle,-1.0,-1.0,-1.0,-1.0
disgruntled,-1.0,-1.0,-1.0,-1.0
disguise,-0.25,-0.25,-0.25,-0.25
disguised,-0.275,-0.275,-0.275,-0.275
disguises,-0.25,-0.25,-0.25,-0.25
disguising,-0.325,-0.325,-0.325,-0.325
disgust,-1.0,-1.0,-1.0,-0.725
disgusted,-1.0,-1.0,-1.0,-0.6
disgustedly,-1.0,-1.0,-1.0,-0.75
disgustful,-1.0,-1.0,-1.0,-0.65
disgustfully,-1.0,-1.0,-1.0,-1.0
disgusting,-1.0,-1.0,-1.0,-0.6
disgustingly,-1.0,-1.0,-1.0,-0.725
disgusts,-0.525,-0.525,-0.525,-0.525
dishearten,-1.0,-1.0,-1.0,-0.5
disheartened,-0.55,-0.55,-0.55,-0.55
disheartening,-1.0,-1.0,-1.0,-0.45
dishearteningly,-1.0,-1.0,-1.0,-0.5
disheartenment,-0.575,-0.575,-0.575,-0.575
disheartenments,-0.55,-0.55,-0.55,-0.55
disheartens,-0.55,-0.55,-0.55,-0.55
dishonest,-1.0,-1.0,-1.0,-0.675
dishonestly,-1.0,-1.0,-1.0,-1.0
dishonesty,-1.0,-1.0,-1.0,-1.0
dishonor,-1.0,-1.0,-1.0,-1.0
dishonorable,-1.0,-1.0,-1.0,-1.0
dishonorablely,-1.0,-1.0,-1.0,-1.0
disillusion,-1.0,-1.0,-1.0,-0.25
disillusioned,-1.0,-1.0,-1.0,-0.475
disillusioning,-0.325,-0.325,-0.325,-0.325
disillusionment,-0.7125,-0.7125,-1.0,-0.425
disillusionments,-0.375,-0.375,-0.375,-0.375
disillusions,-0.7,-0.7,-1.0,-0.4
disinclination,-1.0,-1.0,-1.0,-1.0
disinclined,-1.0,-1.0,-1.0,-0.275
disingenuous,-1.0,-1.0,-1.0,-1.0
disingenuously,-1.0,-1.0,-1.0,-1.0
disintegrate,-1.0,-1.0,-1.0,-1.0
disintegrated,-1.0,-1.0,-1.0,-1.0
disintegrates,-1.0,-1.0,-1.0,-1.0
disintegration,-1.0,-1.0,-1.0,-1.0
disinterest,-1.0,-1.0,-1.0,-1.0
disinterested,-1.0,-1.0,-1.0,-1.0
disjointed,-0.325,-0.325,-0.325,-0.325
dislike,-1.0,-1.0,-1.0,-0.4
disliked,-0.7125,-0.7125,-1.0,-0.425
dislikes,-0.7125,-0.7125,-1.0,-0.425
disliking,-0.6625,-0.6625,-1.0,-0.325
dislocated,-1.0,-1.0,-1.0,-1.0
disloyal,-1.0,-1.0,-1.0,-1.0
disloyalty,-1.0,-1.0,-1.0,-1.0
dismal,-1.0,-1.0,-1.0,-0.75
dismally,-1.0,-1.0,-1.0,-1.0
dismalness,-1.0,-1.0,-1.0,-1.0
dismay,-1.0,-1.0,-1.0,-0.45
dismayed,-1.0,-1.0,-1.0,-0.475
dismaying,-1.0,-1.0,-1.0,-0.55
dismayingly,-1.0,-1.0,-1.0,-0.475
dismays,-0.45,-0.45,-0.45,-0.45
dismissive,-1.0,-1.0,-1.0,-1.0
dismissively,-1.0,-1.0,-1.0,-1.0
disobedience,-1.0,-1.0,-1.0,-1.0
disobedient,-1.0,-1.0,-1.0,-1.0
disobey,-1.0,-1.0,-1.0,-1.0
disoobedient,-1.0,-1.0,-1.0,-1.0
disorder,-1.0,-1.0,-1.0,-0.425
disordered,-1.0,-1.0,-1.0,-1.0
disorderly,-1.0,-1.0,-1.0,-1.0
disorganized,-1.0,-1.0,-1.0,-0.3
disorient,-1.0,-1.0,-1.0,-1.0
disoriented,-1.0,-1.0,-1.0,-0.375
disown,-1.0,-1.0,-1.0,-1.0
disparage,-1.0,-1.0,-1.0,-0.5
disparaged,-0.35,-0.35,-0.35,-0.35
disparages,-0.4,-0.4,-0.4,-0.4
disparaging,-1.0,-1.0,-1.0,-0.55
disparagingly,-1.0,-1.0,-1.0,-1.0
dispensable,-1.0,-1.0,-1.0,-1.0
dispirit,-1.0,-1.0,-1.0,-1.0
dispirited,-1.0,-1.0,-1.0,-1.0
dispiritedly,-1.0,-1.0,-1.0,-1.0
dispiriting,-1.0,-1.0,-1.0,-1.0
displace,-1.0,-1.0,-1.0,-1.0
displaced,-1.0,-1.0,-1.0,-1.0
displease,-1.0,-1.0,-1.0,-1.0
displeased,-0.7375,-0.7375,-1.0,-0.475
displeasing,-1.0,-1.0,-1.0,-1.0
displeasure,-1.0,-1.0,-1.0,-1.0
disposition,0.0,0.0,0.0,0.0
disproportionate,-1.0,-1.0,-1.0,-1.0
disprove,-1.0,-1.0,-1.0,-1.0
disputable,-1.0,-1.0,-1.0,-1.0
dispute,-1.0,-1.0,-1.0,-0.425
disputed,-1.0,-1.0,-1.0,-0.35
disputes,-0.275,-0.275,-0.275,-0.275
disputing,-0.425,-0.425,-0.425,-0.425
disqualified,-0.45,-0.45,-0.45,-0.45
disquiet,-1.0,-1.0,-1.0,-0.325
disquieting,-1.0,-1.0,-1.0,-1.0
disquietingly,-1.0,-1.0,-1.0,-1.0
disquietude,-1.0,-1.0,-1.0,-1.0
disregard,-1.0,-1.0,-1.0,-0.275
disregarded,-0.4,-0.4,-0.4,-0.4
disregardful,-1.0,-1.0,-1.0,-1.0
disregarding,-0.225,-0.225,-0.225,-0.225
disregards,-0.35,-0.35,-0.35,-0.35
disreputable,-1.0,-1.0,-1.0,-1.0
disrepute,-1.0,-1.0,-1.0,-1.0
disrespect,-1.0,-1.0,-1.0,-0.45
disrespectable,-1.0,-1.0,-1.0,-1.0
disrespectablity,-1.0,-1.0,-1.0,-1.0
disrespected,-0.5,-0.5,-0.5,-0.5
disrespectful,-1.0,-1.0,-1.0,-1.0
disrespectfully,-1.0,-1.0,-1.0,-1.0
disrespectfulness,-1.0,-1.0,-1.0,-1.0
disrespecting,-1.0,-1.0,-1.0,-1.0
disrupt,-1.0,-1.0,-1.0,-1.0
disruption,-1.0,-1.0,-1.0,-0.375
disruptions,-0.35,-0.35,-0.35,-0.35
disruptive,-1.0,-1.0,-1.0,-0.325
diss,-1.0,-1.0,-1.0,-1.0
dissapointed,-1.0,-1.0,-1.0,-1.0
dissappointed,-1.0,-1.0,-1.0,-1.0
dissappointing,-1.0,-1.0,-1.0,-1.0
dissatisfaction,-1.0,-1.0,-1.0,-0.55
dissatisfactions,-0.475,-0.475,-0.475,-0.475
dissatisfactory,-1.0,-1.0,-1.0,-0.5
dissatisfied,-1.0,-1.0,-1.0,-0.4
dissatisfies,-0.725,-0.725,-1.0,-0.45
dissatisfy,-1.0,-1.0,-1.0,-0.55
dissatisfying,-1.0,-1.0,-1.0,-0.6
dissed,-1.0,-1.0,-1.0,-1.0
dissemble,-1.0,-1.0,-1.0,-1.0
dissembler,-1.0,-1.0,-1.0,-1.0
dissension,-1.0,-1.0,-1.0,-1.0
dissent,-1.0,-1.0,-1.0,-1.0
dissenter,-1.0,-1.0,-1.0,-1.0
dissention,-1.0,-1.0,-1.0,-1.0
disservice,-1.0,-1.0,-1.0,-1.0
disses,-1.0,-1.0,-1.0,-1.0
dissidence,-1.0,-1.0,-1.0,-1.0
dissident,-1.0,-1.0,-1.0,-1.0
dissidents,-1.0,-1.0,-1.0,-1.0
dissing,-1.0,-1.0,-1.0,-1.0
dissocial,-1.0,-1.0,-1.0,-1.0
dissolute,-1.0,-1.0,-1.0,-1.0
dissolution,-1.0,-1.0,-1.0,-1.0
dissonance,-1.0,-1.0,-1.0,-1.0
dissonant,-1.0,-1.0,-1.0,-1.0
dissonantly,-1.0,-1.0,-1.0,-1.0
dissuade,-1.0,-1.0,-1.0,-1.0
dissuasive,-1.0,-1.0,-1.0,-1.0
distains,-1.0,-1.0,-1.0,-1.0
distaste,-1.0,-1.0,-1.0,-1.0
distasteful,-1.0,-1.0,-1.0,-1.0
distastefully,-1.0,-1.0,-1.0,-1.0
distinct,1.0,1.0,1.0,1.0
distinction,1.0,1.0,1.0,1.0
distinctive,1.0,1.0,1.0,1.0
distinctly,0.0,0.0,0.0,0.0
distinguish,1.0,1.0,1.0,1.0
distinguished,1.0,1.0,1.0,1.0
distort,-1.0,-1.0,-1.0,-0.325
distorted,-0.7125,-0.7125,-1.0,-0.425
distorting,-0.275,-0.275,-0.275,-0.275
distortion,-1.0,-1.0,-1.0,-1.0
distorts,-0.675,-0.675,-1.0,-0.35
distract,-1.0,-1.0,-1.0,-0.3
distractable,-0.325,-0.325,-0.325,-0.325
distracted,-0.35,-0.35,-0.35,-0.35
distractedly,-0.225,-0.225,-0.225,-0.225
distractibility,-0.325,-0.325,-0.325,-0.325
distractible,-0.375,-0.375,-0.375,-0.375
distracting,-1.0,-1.0,-1.0,-0.3
distractingly,-0.35,-0.35,-0.35,-0.35
distraction,-1.0,-1.0,-1.0,-0.4
distractions,-0.25,-0.25,-0.25,-0.25
distractive,-0.4,-0.4,-0.4,-0.4
distracts,-0.325,-0.325,-0.325,-0.325
distraught,-1.0,-1.0,-1.0,-0.65
distraughtly,-1.0,-1.0,-1.0,-1.0
distraughtness,-1.0,-1.0,-1.0,-1.0
distress,-1.0,-1.0,-1.0,-0.6
distressed,-1.0,-1.0,-1.0,-0.45
distresses,-0.4,-0.4,-0.4,-0.4
distressful,-0.55,-0.55,-0.55,-0.55
distressfully,-0.425,-0.425,-0.425,-0.425
distressfulness,-0.6,-0.6,-0.6,-0.6
distressing,-1.0,-1.0,-1.0,-0.425
distressingly,-1.0,-1.0,-1.0,-0.55
distrust,-1.0,-1.0,-1.0,-0.45
distrusted,-0.6,-0.6,-0.6,-0.6
distrustful,-1.0,-1.0,-1.0,-0.525
distrustfully,-0.45,-0.45,-0.45,-0.45
distrustfulness,-0.4,-0.4,-0.4,-0.4
distrusting,-1.0,-1.0,-1.0,-0.525
distrusts,-0.325,-0.325,-0.325,-0.325
disturb,-1.0,-1.0,-1.0,-0.425
disturbance,-0.7,-0.7,-1.0,-0.4
disturbances,-0.35,-0.35,-0.35,-0.35
disturbed,-1.0,-1.0,-1.0,-0.4
disturbed-let,-1.0,-1.0,-1.0,-1.0
disturber,-0.35,-0.35,-0.35,-0.35
disturbers,-0.525,-0.525,-0.525,-0.525
disturbing,-1.0,-1.0,-1.0,-0.575
disturbingly,-1.0,-1.0,-1.0,-0.575
disturbs,-0.475,-0.475,-0.475,-0.475
disunity,-1.0,-1.0,-1.0,-1.0
disvalue,-1.0,-1.0,-1.0,-1.0
dithering,-0.125,-0.125,-0.125,-0.125
divergent,-1.0,-1.0,-1.0,-1.0
diversified,1.0,1.0,1.0,1.0
divide,-1.0,-1.0,-1.0,-1.0
divided,-1.0,-1.0,-1.0,-1.0
divination,0.425,0.425,0.425,0.425
divinations,0.275,0.275,0.275,0.275
divinatory,0.4,0.4,0.4,0.4
divine,1.0,1.0,1.0,0.65
divined,0.2,0.2,0.2,0.2
divinely,1.0,1.0,1.0,0.725
diviner,0.075,0.075,0.075,0.075
diviners,0.3,0.3,0.3,0.3
divines,0.2,0.2,0.2,0.2
divinest,0.675,0.675,0.675,0.675
diving,0.075,0.075,0.075,0.075
divining,0.225,0.225,0.225,0.225
divinise,0.125,0.125,0.125,0.125
divinities,0.45,0.45,0.45,0.45
divinity,0.675,0.675,0.675,0.675
divinize,0.575,0.575,0.575,0.575
division,-1.0,-1.0,-1.0,-1.0
divisive,-1.0,-1.0,-1.0,-1.0
divisively,-1.0,-1.0,-1.0,-1.0
divisiveness,-1.0,-1.0,-1.0,-1.0
divorce,-1.0,-1.0,-1.0,-1.0
divorced,-1.0,-1.0,-1.0,-1.0
dizzing,-1.0,-1.0,-1.0,-1.0
dizzingly,-1.0,-1.0,-1.0,-1.0
dizzy,-1.0,-1.0,-1.0,-0.225
doa,-0.575,-0.575,-0.575,-0.575
doddering,-1.0,-1.0,-1.0,-1.0
dodge,1.0,1.0,1.0,1.0
dodgey,-1.0,-1.0,-1.0,-1.0
dodging,-0.1,-0.1,-0.1,-0.1
dodgy,-0.225,-0.225,-0.225,-0.225
dogged,-1.0,-1.0,-1.0,-1.0
doggedly,-1.0,-1.0,-1.0,-1.0
dogmatic,-1.0,-1.0,-1.0,-1.0
doldrums,-1.0,-1.0,-1.0,-1.0
dolorous,-0.55,-0.55,-0.55,-0.55
dominance,-1.0,-1.0,-0.6,0.2
dominances,-0.025,-0.025,-0.025,-0.025
dominant,0.0,0.0,0.0,0.0
dominantly,0.05,0.05,0.05,0.05
dominants,0.05,0.05,0.05,0.05
dominate,-1.0,-1.0,1.0,-0.125
dominated,1.0,1.0,1.0,1.0
dominates,0.525,0.525,1.0,0.05
dominating,-0.3,-0.3,-0.3,-0.3
domination,-1.0,-1.0,-0.6833333333333332,-0.05
dominations,-0.075,-0.075,-0.075,-0.075
dominative,-0.175,-0.175,-0.175,-0.175
dominators,-0.1,-0.1,-0.1,-0.1
dominatrices,-0.05,-0.05,-0.05,-0.05
dominatrix,-0.125,-0.125,-0.125,-0.125
dominatrixes,0.15,0.15,0.15,0.15
domineer,-1.0,-1.0,-1.0,-1.0
domineering,-1.0,-1.0,-1.0,-1.0
donside,-1.0,-1.0,-1.0,-1.0
doom,-1.0,-1.0,-1.0,-0.425
doomed,-0.9,-0.9,-1.0,-0.8
doomful,-0.525,-0.525,-0.525,-0.525
dooming,-0.7,-0.7,-0.7,-0.7
dooms,-0.275,-0.275,-0.275,-0.275
doomsayer,-0.175,-0.175,-0.175,-0.175
doomsayers,-0.425,-0.425,-0.425,-0.425
doomsaying,-0.375,-0.375,-0.375,-0.375
doomsayings,-0.375,-0.375,-0.375,-0.375
doomsday,-1.0,-1.0,-1.0,-0.7
doomsdayer,-0.55,-0.55,-0.55,-0.55
doomsdays,-0.6,-0.6,-0.6,-0.6
doomster,-0.55,-0.55,-0.55,-0.55
doomsters,-0.4,-0.4,-0.4,-0.4
doomy,-0.275,-0.275,-0.275,-0.275
dope,-1.0,-1.0,-1.0,-1.0
dork,-0.35,-0.35,-0.35,-0.35
dorkier,-0.275,-0.275,-0.275,-0.275
dorkiest,-0.3,-0.3,-0.3,-0.3
dorks,-0.125,-0.125,-0.125,-0.125
dorky,-0.275,-0.275,-0.275,-0.275
dote,1.0,1.0,1.0,1.0
dotingly,1.0,1.0,1.0,1.0
doubt,-1.0,-1.0,-1.0,-0.375
doubtable,-0.375,-0.375,-0.375,-0.375
doubted,-0.275,-0.275,-0.275,-0.275
doubter,-0.4,-0.4,-0.4,-0.4
doubters,-0.325,-0.325,-0.325,-0.325
doubtful,-1.0,-1.0,-1.0,-0.35
doubtfully,-1.0,-1.0,-1.0,-0.3
doubtfulness,-0.3,-0.3,-0.3,-0.3
doubting,-0.35,-0.35,-0.35,-0.35
doubtingly,-0.35,-0.35,-0.35,-0.35
doubtless,1.0,1.0,1.0,0.225
doubtlessly,0.3,0.3,0.3,0.3
doubtlessness,0.2,0.2,0.2,0.2
doubts,-1.0,-1.0,-1.0,-0.3
douchbag,-1.0,-1.0,-1.0,-1.0
douche,-0.375,-0.375,-0.375,-0.375
douchebag,-0.875,-0.875,-1.0,-0.75
douchebags,-1.0,-1.0,-1.0,-1.0
down,-1.0,-1.0,-1.0,-1.0
downbeat,-1.0,-1.0,-1.0,-1.0
downcast,-1.0,-1.0,-1.0,-0.45
downer,-1.0,-1.0,-1.0,-1.0
downfall,-1.0,-1.0,-1.0,-1.0
downfallen,-1.0,-1.0,-1.0,-1.0
downgrade,-1.0,-1.0,-1.0,-1.0
downhearted,-1.0,-1.0,-1.0,-0.575
downheartedly,-1.0,-1.0,-1.0,-1.0
downhill,-1.0,-1.0,-1.0,-1.0
downright,0.0,0.0,0.0,0.0
downside,-1.0,-1.0,-1.0,-0.25
downsides,-1.0,-1.0,-1.0,-1.0
downturn,-1.0,-1.0,-1.0,-1.0
downturns,-1.0,-1.0,-1.0,-1.0
drab,-1.0,-1.0,-1.0,-1.0
draconian,-1.0,-1.0,-1.0,-1.0
draconic,-1.0,-1.0,-1.0,-1.0
drag,-0.6125,-0.6125,-1.0,-0.225
dragged,-0.525,-0.525,-1.0,-0.05
dragging,-1.0,-1.0,-1.0,-1.0
dragon,-1.0,-1.0,-1.0,-1.0
dragons,-1.0,-1.0,-1.0,-1.0
dragoon,-1.0,-1.0,-1.0,-1.0
drags,-0.5875,-0.5875,-1.0,-0.175
drain,-1.0,-1.0,-1.0,-1.0
drained,-0.6875,-0.6875,-1.0,-0.375
draining,-1.0,-1.0,-1.0,-1.0
drains,-1.0,-1.0,-1.0,-1.0
drama,-1.0,-1.0,-1.0,-1.0
dramatic,0.0,0.0,0.0,0.0
dramatically,0.0,0.0,0.0,0.0
drastic,-1.0,-1.0,-1.0,-1.0
drastically,-1.0,-1.0,-1.0,-1.0
drawback,-1.0,-1.0,-1.0,-1.0
drawbacks,-1.0,-1.0,-1.0,-1.0
dread,-1.0,-1.0,-1.0,-0.5
dreaded,-0.675,-0.675,-0.675,-0.675
dreadful,-1.0,-1.0,-1.0,-0.475
dreadfully,-1.0,-1.0,-1.0,-0.675
dreadfulness,-1.0,-1.0,-1.0,-0.8
dreadfuls,-0.6,-0.6,-0.6,-0.6
dreading,-0.6,-0.6,-0.6,-0.6
dreadlock,-0.1,-0.1,-0.1,-0.1
dreadlocks,-0.05,-0.05,-0.05,-0.05
dreadnought,-0.15,-0.15,-0.15,-0.15
dreadnoughts,-0.1,-0.1,-0.1,-0.1
dreads,-0.35,-0.35,-0.35,-0.35
dream,1.0,1.0,0.75,0.25
dreamland,1.0,1.0,1.0,1.0
dreams,1.0,1.0,0.8083333333333332,0.425
dreamy,1.0,1.0,1.0,1.0
dreary,-1.0,-1.0,-1.0,-0.35
dripped,-1.0,-1.0,-1.0,-1.0
dripping,-1.0,-1.0,-1.0,-1.0
drippy,-1.0,-1.0,-1.0,-1.0
drips,-1.0,-1.0,-1.0,-1.0
drive,1.0,1.0,1.0,1.0
driven,1.0,1.0,1.0,1.0
drones,-1.0,-1.0,-1.0,-1.0
droop,-1.0,-1.0,-1.0,-1.0
droops,-1.0,-1.0,-1.0,-1.0
droopy,-0.2,-0.2,-0.2,-0.2
drop,-0.275,-0.275,-0.275,-0.275
drop-out,-1.0,-1.0,-1.0,-1.0
drop-outs,-1.0,-1.0,-1.0,-1.0
dropout,-1.0,-1.0,-1.0,-1.0
dropouts,-1.0,-1.0,-1.0,-1.0
drought,-1.0,-1.0,-1.0,-1.0
drown,-0.675,-0.675,-0.675,-0.675
drowned,-0.725,-0.725,-0.725,-0.725
drowning,-1.0,-1.0,-1.0,-1.0
drowns,-0.55,-0.55,-0.55,-0.55
drunk,-1.0,-1.0,-1.0,-0.35
drunkard,-1.0,-1.0,-1.0,-1.0
drunken,-1.0,-1.0,-1.0,-1.0
dubious,-1.0,-1.0,-1.0,-0.375
dubiously,-1.0,-1.0,-1.0,-1.0
dubitable,-1.0,-1.0,-1.0,-1.0
dud,-1.0,-1.0,-1.0,-0.25
dull,-1.0,-1.0,-1.0,-0.425
dullard,-1.0,-1.0,-1.0,-0.4
dullards,-0.45,-0.45,-0.45,-0.45
dulled,-0.375,-0.375,-0.375,-0.375
duller,-0.425,-0.425,-0.425,-0.425
dullest,-0.425,-0.425,-0.425,-0.425
dulling,-0.275,-0.275,-0.275,-0.275
