WORD,OPENER,POL
stirring,1,positive
stirringly,1,positive
stodgy,-1,negative
stole,-1,negative
stolen,-1,negative
stolen,-1,negative
stood,1,positive
stooge,-1,negative
stooges,-1,negative
stooges,-1,negative
storm,-1,negative
stormy,-1,negative
straggle,-1,negative
straggler,-1,negative
straight,1,positive
straightforward,1,positive
strain,-1,negative
strain,-1,negative
strained,-1,negative
strange,-1,negative
strange,-1,negative
strangely,-1,negative
stranger,-1,negative
strangest,-1,negative
strangle,-1,negative
streamlined,1,positive
strength,0,neutral
strength,0,neutral
strenuous,-1,negative
stress,-1,negative
stress,-1,negative
stressful,-1,negative
stressfully,-1,negative
stricken,-1,negative
strict,-1,negative
strictly,-1,negative
stride,1,positive
stride,1,positive
strident,-1,negative
stridently,-1,negative
strides,1,positive
strides,1,positive
strife,-1,negative
strike,-1,negative
striking,1,positive
strikingly,1,positive
stringent,-1,negative
stringently,-1,negative
striving,1,positive
striving,1,positive
strong,1,positive
stronger-than-expected,0,neutral
struck,-1,negative
struggle,-1,negative
struggle,-1,negative
strut,-1,negative
stubborn,-1,negative
stubbornly,-1,negative
stubbornness,-1,negative
studious,1,positive
studiously,1,positive
stuffed,0,neutral
stuffy,-1,negative
stumble,-1,negative
stump,-1,negative
stun,-1,negative
stunned,1,positive
stunning,1,positive
stunningly,1,positive
stunt,-1,negative
stunted,-1,negative
stupefy,0,neutral
stupendous,1,positive
stupendously,1,positive
stupid,-1,negative
stupidity,-1,negative
stupidly,-1,negative
stupified,-1,negative
stupify,-1,negative
stupor,-1,negative
sturdy,1,positive
sty,-1,negative
sty,-1,negative
stylish,1,positive
stylishly,1,positive
suave,1,positive
subdued,-1,negative
subjected,-1,negative
subjection,-1,negative
subjugate,-1,negative
subjugate,-1,negative
subjugation,-1,negative
sublime,1,positive
submissive,-1,negative
subordinate,-1,negative
subordinate,-1,negative
subscribe,1,positive
subservience,-1,negative
subservient,-1,negative
subside,-1,negative
substandard,-1,negative
substantial,1,positive
substantially,1,positive
substantive,1,positive
subtle,1,positive
subtract,-1,negative
subversion,-1,negative
subversive,-1,negative
subversively,-1,negative
subvert,-1,negative
succeed,1,positive
success,1,positive
success,1,positive
successful,1,positive
successfully,1,positive
succumb,-1,negative
such,0,neutral
sucker,-1,negative
suffer,-1,negative
sufferer,-1,negative
sufferers,-1,negative
sufferers,-1,negative
suffering,-1,negative
suffering,-1,negative
suffice,1,positive
sufficient,1,positive
sufficiently,1,positive
suffocate,-1,negative
sugar-coat,-1,negative
sugar-coated,-1,negative
sugarcoated,-1,negative
suggest,1,positive
suggestions,1,positive
suggestions,1,positive
suicidal,-1,negative
suicide,-1,negative
suit,1,positive
suitable,1,positive
sulk,-1,negative
sullen,-1,negative
sully,-1,negative
sumptuous,1,positive
sumptuously,1,positive
sumptuousness,1,positive
sunder,-1,negative
sunny,1,positive
super,1,positive
superb,1,positive
superbly,1,positive
superficial,-1,negative
superficial,-1,negative
superficiality,-1,negative
superficially,-1,negative
superfluous,-1,negative
superior,1,positive
superiority,-1,negative
superiority,-1,negative
superlative,1,positive
superstition,-1,negative
superstitious,-1,negative
support,1,positive
support,1,positive
support,1,positive
supporter,1,positive
supporter,1,positive
supportive,1,positive
supportive,1,positive
suppose,0,neutral
supposed,-1,negative
supposing,0,neutral
suppress,-1,negative
suppression,-1,negative
suppression,-1,negative
supremacy,-1,negative
supremacy,-1,negative
supreme,1,positive
supremely,1,positive
supurb,1,positive
supurbly,1,positive
sure,1,positive
surely,1,positive
surge,1,positive
surging,1,positive
surmise,1,positive
surmount,1,positive
surpass,1,positive
surprise,0,neutral
surprise,0,neutral
surprise,0,neutral
surprising,0,neutral
surprisingly,0,neutral
surrender,-1,negative
surrender,-1,negative
survival,1,positive
survive,1,positive
survivor,1,positive
susceptible,-1,negative
suspect,-1,negative
suspect,-1,negative
suspicion,-1,negative
suspicion,-1,negative
suspicions,-1,negative
suspicions,-1,negative
suspicious,-1,negative
suspicious,-1,negative
suspicious,-1,negative
suspiciously,-1,negative
sustainability,1,positive
sustainability,1,positive
sustainable,1,positive
sustainable,1,positive
sustained,1,positive
swagger,-1,negative
swamped,-1,negative
swear,-1,negative
sweeping,1,positive
sweet,1,positive
sweeten,1,positive
sweetheart,1,positive
sweetly,1,positive
sweetness,1,positive
swift,1,positive
swiftness,1,positive
swindle,-1,negative
swing,0,neutral
swing,0,neutral
swipe,-1,negative
swipe,-1,negative
swoon,-1,negative
swore,-1,negative
sworn,1,positive
sympathetic,-1,negative
sympathetic,-1,negative
sympathetically,-1,negative
sympathies,-1,negative
sympathies,-1,negative
sympathize,-1,negative
sympathy,-1,negative
sympathy,-1,negative
symptom,-1,negative
syndrome,-1,negative
syndrome,-1,negative
systematic,0,neutral
taboo,-1,negative
taboo,-1,negative
tact,1,positive
taint,-1,negative
tainted,-1,negative
tale,0,neutral
tale,0,neutral
talent,1,positive
talent,1,positive
talented,1,positive
tall,0,neutral
tamper,-1,negative
tangled,-1,negative
tantalize,1,positive
tantalizing,1,positive
tantalizingly,1,positive
tantamount,0,neutral
tantrum,-1,negative
tardy,-1,negative
tarnish,-1,negative
taste,1,positive
taste,0,neutral
tattered,-1,negative
taunt,-1,negative
taunt,-1,negative
taunting,-1,negative
tauntingly,-1,negative
taunts,-1,negative
tawdry,-1,negative
tease,-1,negative
teasingly,-1,negative
taxing,-1,negative
tedious,-1,negative
tediously,-1,negative
temerity,-1,negative
temper,-1,negative
temper,-1,negative
temperance,1,positive
temperate,1,positive
tempest,-1,negative
tempt,1,positive
temptation,-1,negative
tempting,1,positive
temptingly,1,positive
tenacious,1,positive
tenaciously,1,positive
tenacity,1,positive
tendency,0,neutral
tendency,0,neutral
tender,1,positive
tenderly,1,positive
tenderness,1,positive
tense,-1,negative
tension,-1,negative
tension,-1,negative
tentative,-1,negative
tentatively,-1,negative
tenuous,-1,negative
tenuously,-1,negative
tepid,-1,negative
terrible,-1,negative
terrible,-1,negative
terribleness,-1,negative
terribly,-1,negative
terrific,1,positive
terrific,1,positive
terrifically,1,positive
terrified,1,positive
terrify,1,positive
terrifying,1,positive
terrifying,1,positive
terrifyingly,1,positive
terror,-1,negative
terror-genic,-1,negative
terror-genic,-1,negative
terrorism,-1,negative
terrorize,-1,negative
thank,1,positive
thankful,1,positive
thankfully,1,positive
thankless,-1,negative
theoretize,0,neutral
therefore,0,neutral
think,0,neutral
thinkable,1,positive
thinkable,1,positive
thinking,0,neutral
thinking,0,neutral
thirst,-1,negative
thirst,-1,negative
thorny,-1,negative
thorny,-1,negative
thorough,1,positive
though,0,neutral
thought,0,neutral
thought,0,neutral
thoughtful,1,positive
thoughtfully,1,positive
thoughtfulness,1,positive
thoughtless,-1,negative
thoughtlessly,-1,negative
thoughtlessness,-1,negative
thrash,-1,negative
threat,-1,negative
threat,-1,negative
threaten,-1,negative
threatening,-1,negative
threatening,-1,negative
threats,-1,negative
threats,-1,negative
thrift,1,positive
thrifty,1,positive
thrill,1,positive
thrill,1,positive
thrilling,1,positive
thrillingly,1,positive
thrills,1,positive
thrive,1,positive
thriving,1,positive
throttle,-1,negative
throw,-1,negative
thumb,-1,negative
thumbs,-1,negative
thumbs,-1,negative
thus,0,neutral
thusly,0,neutral
thwart,-1,negative
tickle,1,positive
tidy,1,positive
time-honored,1,positive
timely,1,positive
timid,-1,negative
timidity,-1,negative
timidly,-1,negative
timidness,-1,negative
tingle,1,positive
tint,0,neutral
tiny,-1,negative
tire,-1,negative
tired,-1,negative
tiresome,-1,negative
tiring,-1,negative
tiring,-1,negative
tiringly,-1,negative
titillate,1,positive
titillating,1,positive
titillatingly,1,positive
toast,1,positive
togetherness,1,positive
toil,-1,negative
tolerable,1,positive
tolerably,1,positive
tolerance,1,positive
tolerance,1,positive
tolerant,1,positive
tolerantly,1,positive
tolerate,1,positive
toleration,1,positive
toll,-1,negative
toll,-1,negative
too,-1,negative
top,1,positive
topple,-1,negative
torment,-1,negative
torment,-1,negative
tormented,-1,negative
torrent,-1,negative
torrid,1,positive
torridly,1,positive
torture,-1,negative
torture,-1,negative
tortured,-1,negative
tortuous,-1,negative
torturous,-1,negative
torturously,-1,negative
totalitarian,-1,negative
tradition,1,positive
traditional,1,positive
touch,0,neutral
touches,0,neutral
touches,0,neutral
touchy,-1,negative
toughness,-1,negative
toughness,-1,negative
toxic,-1,negative
traduce,-1,negative
tragedy,-1,negative
tragedy,-1,negative
tragic,-1,negative
tragically,-1,negative
traitor,-1,negative
traitorous,-1,negative
traitorously,-1,negative
traitorously,-1,negative
tramp,-1,negative
trample,-1,negative
tranquil,1,positive
tranquility,1,positive
tranquility,1,positive
transgress,-1,negative
transgression,-1,negative
transparency,0,neutral
transparency,0,neutral
transparent,0,neutral
transparent,0,neutral
transport,0,neutral
trauma,-1,negative
trauma,-1,negative
traumatic,-1,negative
traumatic,-1,negative
traumatically,-1,negative
traumatize,-1,negative
traumatized,-1,negative
travesties,-1,negative
travesty,-1,negative
travesty,-1,negative
treacherous,-1,negative
treacherously,-1,negative
treachery,-1,negative
treason,-1,negative
treasonous,-1,negative
treasure,1,positive
treat,1,positive
tremendous,1,positive
tremendously,1,positive
trendy,1,positive
trepidation,1,positive
trial,-1,negative
tribute,1,positive
trick,-1,negative
trick,-1,negative
tricky,-1,negative
tricky,-1,negative
trickery,-1,negative
trim,1,positive
triumph,1,positive
triumph,1,positive
triumphal,1,positive
triumphant,1,positive
triumphant,1,positive
triumphantly,1,positive
trivial,-1,negative
trivial,-1,negative
trivialize,-1,negative
trivially,-1,negative
trouble,-1,negative
trouble,-1,negative
trouble,-1,negative
trouble,-1,negative
troublemaker,-1,negative
troublemaker,-1,negative
troublesome,-1,negative
troublesome,-1,negative
troublesomely,-1,negative
troubling,-1,negative
troublingly,-1,negative
truant,-1,negative
truculent,1,positive
truculently,1,positive
true,1,positive
truly,1,positive
trump,1,positive
trumpet,1,positive
trust,1,positive
trust,1,positive
trust,1,positive
trusting,1,positive
trustingly,1,positive
trustworthiness,1,positive
trustworthy,1,positive
truth,1,positive
truthful,1,positive
truthfully,1,positive
truthfulness,1,positive
try,-1,negative
trying,-1,negative
tumultuous,-1,negative
turbulent,-1,negative
turmoil,-1,negative
twinkly,1,positive
twist,-1,negative
twist,-1,negative
twisted,-1,negative
twists,-1,negative
twists,-1,negative
tyrannical,-1,negative
tyrannically,-1,negative
tyranny,-1,negative
tyrant,-1,negative
ugh,-1,negative
ugliness,-1,negative
ugliness,-1,negative
ugly,-1,negative
ulterior,-1,negative
ultimate,1,positive
ultimately,1,positive
ultimatum,-1,negative
ultimatums,-1,negative
ultimatums,-1,negative
ultra,1,positive
ultra-hardline,-1,negative
ultra-hardline,-1,negative
unabashed,1,positive
unabashedly,1,positive
unable,-1,negative
unacceptable,-1,negative
unacceptablely,-1,negative
unaccustomed,-1,negative
unanimous,1,positive
unassailable,1,positive
unassailable,1,positive
unattractive,-1,negative
unaudited,0,neutral
unauthentic,-1,negative
unavailable,-1,negative
unavoidable,-1,negative
unavoidably,-1,negative
unbiased,1,positive
unbearable,-1,negative
unbearablely,-1,negative
unbelievable,-1,negative
unbelievably,-1,negative
unbosom,1,positive
unbound,1,positive
unbroken,1,positive
uncertain,-1,negative
uncivil,-1,negative
uncivilized,-1,negative
uncivilized,-1,negative
unclean,-1,negative
unclear,-1,negative
uncollectible,-1,negative
uncomfortable,-1,negative
uncommon,1,positive
uncommonly,1,positive
uncompetitive,-1,negative
uncompromising,-1,negative
uncompromisingly,-1,negative
unconcerned,1,positive
unconditional,1,positive
unconfirmed,-1,negative
unconstitutional,-1,negative
uncontrolled,-1,negative
unconventional,1,positive
unconvincing,-1,negative
unconvincingly,-1,negative
uncouth,-1,negative
undaunted,1,positive
undecided,-1,negative
undefined,-1,negative
undependability,-1,negative
undependable,-1,negative
underdog,-1,negative
underdog,-1,negative
underestimate,-1,negative
underlings,-1,negative
underlings,-1,negative
undermine,-1,negative
underpaid,-1,negative
understand,1,positive
understandable,1,positive
understanding,1,positive
understanding,1,positive
understood,1,positive
understate,1,positive
understated,1,positive
understatedly,1,positive
undesirable,-1,negative
undetermined,-1,negative
undid,-1,negative
undignified,-1,negative
undisputable,1,positive
undisputably,1,positive
undisputed,1,positive
undo,-1,negative
undocumented,-1,negative
undone,-1,negative
undoubted,1,positive
undoubtedly,1,positive
undue,-1,negative
unease,-1,negative
unease,-1,negative
uneasily,-1,negative
uneasiness,-1,negative
uneasiness,-1,negative
uneasy,-1,negative
uneconomical,-1,negative
unencumbered,1,positive
unequal,-1,negative
unequivocal,1,positive
unequivocal,1,positive
unequivocally,1,positive
unethical,-1,negative
uneven,-1,negative
uneventful,-1,negative
unexpected,-1,negative
unexpectedly,-1,negative
unexplained,-1,negative
unfair,-1,negative
unfairly,-1,negative
unfaithful,-1,negative
unfaithfully,-1,negative
unfamiliar,-1,negative
unfavorable,-1,negative
unfazed,1,positive
unfeeling,-1,negative
unfettered,1,positive
unfinished,-1,negative
unfit,-1,negative
unforeseen,-1,negative
unforgettable,1,positive
unfortunate,-1,negative
unfortunately,-1,negative
unfounded,-1,negative
unfriendly,-1,negative
unfulfilled,-1,negative
unfunded,-1,negative
ungrateful,-1,negative
ungovernable,-1,negative
ungovernable,-1,negative
unhappily,-1,negative
unhappiness,-1,negative
unhappy,-1,negative
unhealthy,-1,negative
uniform,1,positive
uniformly,1,positive
unilateralism,-1,negative
unilateralism,-1,negative
unimaginable,-1,negative
unimaginably,-1,negative
unimportant,-1,negative
uninformed,-1,negative
uninsured,-1,negative
unipolar,-1,negative
unipolar,-1,negative
unique,1,positive
unity,1,positive
unity,1,positive
universal,1,positive
unjust,-1,negative
unjustifiable,-1,negative
unjustifiably,-1,negative
unjustified,-1,negative
unjustly,-1,negative
unkind,-1,negative
unkindly,-1,negative
unlamentable,-1,negative
unlamentably,-1,negative
unlawful,-1,negative
unlawfully,-1,negative
unlawfulness,-1,negative
unlawfulness,-1,negative
unleash,-1,negative
unlicensed,-1,negative
unlikely,-1,negative
unlimited,1,positive
unlucky,-1,negative
unmoved,-1,negative
unnatural,-1,negative
unnaturally,-1,negative
unnecessary,-1,negative
unneeded,-1,negative
unnerve,-1,negative
unnerved,-1,negative
unnerving,-1,negative
unnervingly,-1,negative
unnoticed,-1,negative
unobserved,-1,negative
unorthodox,-1,negative
unorthodoxy,-1,negative
unparalleled,1,positive
unpleasant,-1,negative
unpleasantries,-1,negative
unpleasantries,-1,negative
unpopular,-1,negative
unprecedent,-1,negative
unprecedented,-1,negative
unpredictable,-1,negative
unprepared,-1,negative
unpretentious,1,positive
unproductive,-1,negative
unprofitable,-1,negative
unqualified,-1,negative
unquestionable,1,positive
unquestionably,1,positive
unravel,-1,negative
unravel,-1,negative
unraveled,-1,negative
unrealistic,-1,negative
unreasonable,-1,negative
unreasonable,-1,negative
unreasonably,-1,negative
unrelenting,-1,negative
unrelenting,-1,negative
unrelentingly,-1,negative
unreliability,-1,negative
unreliability,-1,negative
unreliable,-1,negative
unresolved,-1,negative
unrest,-1,negative
unrestricted,1,positive
unruly,-1,negative
unsafe,-1,negative
unsatisfactory,-1,negative
unsavory,-1,negative
unscathed,1,positive
unscrupulous,-1,negative
unscrupulously,-1,negative
unseemly,-1,negative
unselfish,1,positive
unsettle,-1,negative
unsettled,-1,negative
unsettling,-1,negative
unsettlingly,-1,negative
unskilled,-1,negative
unsophisticated,-1,negative
unsound,-1,negative
unspeakable,-1,negative
unspeakablely,-1,negative
unspecified,-1,negative
unstable,-1,negative
unsteadily,-1,negative
unsteadiness,-1,negative
unsteady,-1,negative
unsuccessful,-1,negative
unsuccessfully,-1,negative
unsupported,-1,negative
unsure,-1,negative
unsuspecting,-1,negative
unsustainable,-1,negative
untenable,-1,negative
untested,-1,negative
unthinkable,-1,negative
unthinkably,-1,negative
untimely,-1,negative
untouched,1,positive
untrained,1,positive
untrue,-1,negative
untrustworthy,-1,negative
untruthful,-1,negative
unusual,-1,negative
unusually,-1,negative
unwanted,-1,negative
unwarranted,-1,negative
unwelcome,-1,negative
unwieldy,-1,negative
unwilling,-1,negative
unwillingly,-1,negative
unwillingness,-1,negative
unwise,-1,negative
unwisely,-1,negative
unworkable,-1,negative
unworthy,-1,negative
unyielding,-1,negative
upbeat,1,positive
upbraid,-1,negative
upfront,1,positive
upgrade,1,positive
upheaval,-1,negative
upheld,1,positive
uphold,1,positive
uplift,1,positive
uplifting,1,positive
upliftingly,1,positive
upliftment,1,positive
upliftment,1,positive
upright,1,positive
uprising,-1,negative
uproar,-1,negative
uproarious,-1,negative
uproariously,-1,negative
uproarous,-1,negative
uproarously,-1,negative
uproot,-1,negative
upscale,1,positive
upset,-1,negative
upset,-1,negative
upsetting,-1,negative
upsetting,-1,negative
upsettingly,-1,negative
upside,1,positive
upside,1,positive
upward,1,positive
urge,1,positive
urgency,-1,negative
urgency,-1,negative
urgent,-1,negative
urgent,-1,negative
urgently,-1,negative
usable,1,positive
useful,1,positive
usefulness,1,positive
useless,-1,negative
usurp,-1,negative
usurper,-1,negative
utilitarian,1,positive
utmost,1,positive
utter,-1,negative
utterances,0,neutral
utterances,0,neutral
utterly,-1,negative
uttermost,1,positive
vagrant,-1,negative
vague,-1,negative
vague,-1,negative
vagueness,-1,negative
vain,-1,negative
vainly,-1,negative
valiant,1,positive
valiantly,1,positive
valid,1,positive
validity,1,positive
valor,1,positive
valuable,1,positive
valuable,1,positive
value,1,positive
values,1,positive
values,1,positive
vanish,-1,negative
vanity,-1,negative
vanquish,1,positive
vast,1,positive
vastly,1,positive
vastness,1,positive
vehement,-1,negative
vehemently,-1,negative
venerable,1,positive
venerably,1,positive
venerate,1,positive
vengeance,-1,negative
vengeful,-1,negative
vengefully,-1,negative
vengefulness,-1,negative
venom,-1,negative
venom,-1,negative
venomous,-1,negative
venomously,-1,negative
vent,-1,negative
vent,-1,negative
verifiable,1,positive
veritable,1,positive
versatile,1,positive
versatility,1,positive
very,0,neutral
vestiges,-1,negative
vestiges,-1,negative
veto,-1,negative
veto,-1,negative
vex,-1,negative
vex,-1,negative
vexation,-1,negative
vexing,-1,negative
vexingly,-1,negative
viable,1,positive
viability,1,positive
vibrant,1,positive
vibrantly,1,positive
vice,-1,negative
vicious,-1,negative
viciously,-1,negative
viciousness,-1,negative
victimize,-1,negative
victorious,1,positive
victory,1,positive
victory,1,positive
vie,-1,negative
view,0,neutral
view,0,neutral
view,0,neutral
viewpoints,0,neutral
viewpoints,0,neutral
views,0,neutral
views,0,neutral
vigilance,1,positive
vigilant,1,positive
vigilant,1,positive
vigorous,1,positive
vigorously,1,positive
vile,-1,negative
vileness,-1,negative
vilify,-1,negative
villainous,-1,negative
villainously,-1,negative
villains,-1,negative
villains,-1,negative
villian,-1,negative
villianous,-1,negative
villianously,-1,negative
villify,-1,negative
vindicate,1,positive
vindictive,-1,negative
vindictively,-1,negative
vindictiveness,-1,negative
vintage,1,positive
violate,-1,negative
violation,-1,negative
violator,-1,negative
violator,-1,negative
violent,-1,negative
violently,-1,negative
viper,-1,negative
virtue,1,positive
virtuous,1,positive
virtuously,1,positive
virulence,-1,negative
virulent,-1,negative
virulently,-1,negative
virus,-1,negative
virus,-1,negative
visionary,1,positive
vital,1,positive
vitality,1,positive
vitality,1,positive
vivacious,1,positive
vivid,1,positive
vocal,0,neutral
vocal,0,neutral
vocally,-1,negative
vociferous,-1,negative
vociferously,-1,negative
void,-1,negative
volatile,-1,negative
volatility,-1,negative
voluntarily,1,positive
voluntary,1,positive
vomit,-1,negative
vomit,-1,negative
vouch,1,positive
vouchsafe,1,positive
vow,1,positive
vulgar,-1,negative
vulnerable,1,positive
vulnerable,1,positive
wail,-1,negative
wallow,-1,negative
wane,-1,negative
waning,-1,negative
waning,-1,negative
want,1,positive
wanton,-1,negative
war,-1,negative
war,-1,negative
war-like,-1,negative
war-like,-1,negative
warfare,-1,negative
warlike,-1,negative
warm,1,positive
warmhearted,1,positive
warmly,1,positive
warmth,1,positive
warning,-1,negative
warning,-1,negative
warp,-1,negative
warped,-1,negative
wary,-1,negative
warily,-1,negative
wariness,-1,negative
waste,-1,negative
waste,-1,negative
wasteful,-1,negative
wastefulness,-1,negative
watchdog,-1,negative
watchdog,-1,negative
wayward,-1,negative
weak,-1,negative
weaken,-1,negative
weakening,-1,negative
weakening,-1,negative
weakness,-1,negative
weakness,-1,negative
weaknesses,-1,negative
weaknesses,-1,negative
wealthy,1,positive
weariness,-1,negative
wearisome,-1,negative
weary,-1,negative
weary,-1,negative
weary,-1,negative
wedge,-1,negative
wedge,-1,negative
wee,-1,negative
weed,-1,negative
weep,-1,negative
weird,-1,negative
weird,-1,negative
weirdly,-1,negative
welcome,1,positive
welcome,1,positive
welcome,1,positive
welcome,1,positive
welfare,1,positive
welfare,1,positive
well,1,positive
well,1,positive
well-being,1,positive
well-being,1,positive
well-connected,1,positive
well-educated,1,positive
well-established,1,positive
well-informed,1,positive
well-intentioned,1,positive
well-managed,1,positive
well-positioned,1,positive
well-publicized,1,positive
well-received,1,positive
well-regarded,1,positive
well-run,1,positive
well-wishers,1,positive
well-wishers,1,positive
wellbeing,1,positive
wellbeing,1,positive
whatever,-1,negative
wheedle,-1,negative
whiff,0,neutral
whiff,0,neutral
whimper,-1,negative
whimsical,1,positive
whine,-1,negative
whine,-1,negative
whips,-1,negative
whips,-1,negative
white,1,positive
wholeheartedly,1,positive
wholesome,1,positive
wicked,-1,negative
wickedly,-1,negative
wickedness,-1,negative
wide,1,positive
wide-open,1,positive
wide-ranging,1,positive
widespread,-1,negative
wild,-1,negative
wildly,-1,negative
wiles,-1,negative
will,1,positive
will,1,positive
willful,1,positive
willfully,1,positive
willing,1,positive
willingness,1,positive
willingness,1,positive
wilt,-1,negative
wily,-1,negative
wince,-1,negative
wink,1,positive
wink,1,positive
winnable,1,positive
winnable,1,positive
winners,1,positive
winners,1,positive
wisdom,1,positive
wisdom,1,positive
wise,1,positive
wise,1,positive
wisely,1,positive
wish,1,positive
wish,1,positive
wish,1,positive
wishes,1,positive
wishes,1,positive
wishing,1,positive
wishing,1,positive
withheld,-1,negative
withhold,-1,negative
witty,1,positive
woe,-1,negative
woebegone,-1,negative
woeful,-1,negative
woefully,-1,negative
wonder,1,positive
wonderful,1,positive
wonderful,1,positive
wonderfully,1,positive
wonderous,1,positive
wonderously,1,positive
wondrous,1,positive
woo,1,positive
workable,1,positive
world-famous,1,positive
worn,-1,negative
worn,-1,negative
worried,-1,negative
worriedly,-1,negative
worrier,-1,negative
worries,-1,negative
worries,-1,negative
worrisome,-1,negative
worry,-1,negative
worry,-1,negative
worry,-1,negative
worrying,-1,negative
worryingly,-1,negative
worse,-1,negative
worsen,-1,negative
worsening,-1,negative
worship,1,positive
worst,-1,negative
worth,1,positive
worth,1,positive
worth-while,1,positive
worthiness,1,positive
worthless,-1,negative
worthlessly,-1,negative
worthlessness,-1,negative
worthwhile,1,positive
worthy,1,positive
would,0,neutral
wound,-1,negative
wound,-1,negative
wound,-1,negative
wounds,-1,negative
wounds,-1,negative
wow,1,positive
wow,1,positive
wreck,-1,negative
wreck,-1,negative
wrangle,-1,negative
wrath,-1,negative
wrest,-1,negative
wrestle,-1,negative
wretch,-1,negative
wretched,-1,negative
wretchedly,-1,negative
wretchedness,-1,negative
writhe,-1,negative
wrong,-1,negative
wrong,-1,negative
wrongful,-1,negative
wrongly,-1,negative
wrought,-1,negative
wrought,-1,negative
wry,1,positive
yawn,-1,negative
yawn,-1,negative
yeah,0,neutral
yearn,1,positive
yearning,1,positive
yearningly,1,positive
yelp,-1,negative
yep,1,positive
yes,1,positive
youthful,1,positive
zeal,1,positive
zealot,-1,negative
zealous,-1,negative
zealously,-1,negative
zenith,1,positive
zest,1,positive
